,name,title
2308.12595v1,2308.12595v1,Logic-induced Diagnostic Reasoning for Semi-supervised Semantic Segmentation
1402.3236v1,1402.3236v1,A graph-theoretical approach for the computation of connected iso-surfaces based on volumetric data
2106.11596v1,2106.11596v1,Multi-layered Semantic Representation Network for Multi-label Image Classification
1306.2069v4,1306.2069v4,Confluence of an extension of Combinatory Logic by Boolean constants
1911.00334v1,1911.00334v1,Learning a Representation for Cover Song Identification Using Convolutional Neural Network
1706.08500v6,1706.08500v6,GANs Trained by a Two Time-Scale Update Rule Converge to a Local Nash Equilibrium
1207.0580v1,1207.0580v1,Improving neural networks by preventing co-adaptation of feature detectors
2109.09052v1,2109.09052v1,Object Tracking by Jointly Exploiting Frame and Event Domain
2005.05592v2,2005.05592v2,Discriminative Multi-modality Speech Recognition
1910.02677v3,1910.02677v3,Controllable Sentence Simplification
2112.07566v2,2112.07566v2,VALSE: A Task-Independent Benchmark for Vision and Language Models Centered on Linguistic Phenomena
1109.5201v1,1109.5201v1,An Application Driven Analysis of the ParalleX Execution Model
0707.2160v1,0707.2160v1,"Splay Trees, Davenport-Schinzel Sequences, and the Deque Conjecture"
1310.2148v1,1310.2148v1,C2MS: Dynamic Monitoring and Management of Cloud Infrastructures
1509.02601v3,1509.02601v3,On the $O_β$-hull of a planar point set
1511.00157v3,1511.00157v3,Most Complex Regular Ideal Languages
2007.14433v1,2007.14433v1,Cassandra: Detecting Trojaned Networks from Adversarial Perturbations
2007.12881v3,2007.12881v3,MirrorNet: Bio-Inspired Camouflaged Object Segmentation
2206.12710v1,2206.12710v1,Protoformer: Embedding Prototypes for Transformers
1401.2912v2,1401.2912v2,A tight lower bound instance for k-means++ in constant dimension
1506.07503v1,1506.07503v1,Attention-Based Models for Speech Recognition
1804.07888v2,1804.07888v2,Stochastic Answer Networks for Natural Language Inference
1509.03165v1,1509.03165v1,Fast Exact Shortest Path and Distance Queries on Road Networks with Parametrized Costs
2010.01809v2,2010.01809v2,Long-tailed Recognition by Routing Diverse Distribution-Aware Experts
2204.10939v2,2204.10939v2,Unified Pretraining Framework for Document Understanding
1606.00506v1,1606.00506v1,Preliminary Results Towards Contract Monitorability
2308.05734v2,2308.05734v2,AudioLDM 2: Learning Holistic Audio Generation with Self-supervised Pretraining
1903.11394v3,1903.11394v3,Region-Adaptive Dense Network for Efficient Motion Deblurring
1602.00172v2,1602.00172v2,Deep Learning For Smile Recognition
2211.06612v1,2211.06612v1,Divide and Contrast: Source-free Domain Adaptation via Adaptive Contrastive Learning
2107.03098v2,2107.03098v2,Greedy Offset-Guided Keypoint Grouping for Human Pose Estimation
1605.07157v4,1605.07157v4,Unsupervised Learning for Physical Interaction through Video Prediction
1612.07217v2,1612.07217v2,Learning Motion Patterns in Videos
1904.12584v1,1904.12584v1,"The Neuro-Symbolic Concept Learner: Interpreting Scenes, Words, and Sentences From Natural Supervision"
0810.4419v2,0810.4419v2,Binding bigraphs as symmetric monoidal closed theories
1407.8315v2,1407.8315v2,Sparse Fast Fourier Transform for Exactly and Generally K-Sparse Signals by Downsampling and Sparse Recovery
1811.10907v2,1811.10907v2,Efficient Image Retrieval via Decoupling Diffusion into Online and Offline Processing
2001.06338v1,2001.06338v1,Efficient Facial Feature Learning with Wide Ensemble-based Convolutional Neural Networks
2009.02119v1,2009.02119v1,"Speech Gesture Generation from the Trimodal Context of Text, Audio, and Speaker Identity"
1902.04980v1,1902.04980v1,Recurrent Neural Networks with Stochastic Layers for Acoustic Novelty Detection
2011.10033v1,2011.10033v1,Cylindrical and Asymmetrical 3D Convolution Networks for LiDAR Segmentation
1404.3448v2,1404.3448v2,Solving The Longest Overlap Region Problem for Noncoding DNA Sequences with GPU
1204.6482v1,1204.6482v1,Tradeoff Analysis of Delay-Power-CSIT Quality of Dynamic BackPressure Algorithm for Energy Efficient OFDM Systems
1307.1204v1,1307.1204v1,A New TCP/AQM System Analysis
1505.01319v3,1505.01319v3,The History of Mobile Augmented Reality
1812.05050v2,1812.05050v2,Fast Online Object Tracking and Segmentation: A Unifying Approach
2010.10915v1,2010.10915v1,Contrastive Learning of General-Purpose Audio Representations
1707.09472v1,1707.09472v1,Weakly-supervised learning of visual relations
1410.7367v1,1410.7367v1,In-Network Distributed Solar Current Prediction
2203.08213v2,2203.08213v2,HUMUS-Net: Hybrid unrolled multi-scale network architecture for accelerated MRI reconstruction
2204.10485v1,2204.10485v1,Attentions Help CNNs See Better: Attention-based Hybrid Image Quality Assessment Network
1309.0082v1,1309.0082v1,Combinations of Some Shop Scheduling Problems and the Shortest Path Problem: Complexity and Approximation Algorithms
1509.07202v1,1509.07202v1,Reachability Analysis of Reversal-bounded Automata on Series-Parallel Graphs
1110.6473v2,1110.6473v2,Making triangulations 4-connected using flips
1507.07049v3,1507.07049v3,Event-Driven Network Programming
1203.1905v1,1203.1905v1,Local heuristic for the refinement of multi-path routing in wireless mesh networks
2006.14107v1,2006.14107v1,Kinematic-Structure-Preserved Representation for Unsupervised 3D Human Pose Estimation
1511.07714v1,1511.07714v1,A Python Engine for Teaching Artificial Intelligence in Games
2212.06097v1,2212.06097v1,Resolving Semantic Confusions for Improved Zero-Shot Detection
2204.14272v1,2204.14272v1,"End-to-end Spoken Conversational Question Answering: Task, Dataset and Model"
2107.00652v3,2107.00652v3,CSWin Transformer: A General Vision Transformer Backbone with Cross-Shaped Windows
2210.10305v2,2210.10305v2,A Unified Neural Network Model for Readability Assessment with Feature Projection and Length-Balanced Loss
0802.2866v1,0802.2866v1,Cardinality and counting quantifiers on omega-automatic structures
1606.06650v1,1606.06650v1,3D U-Net: Learning Dense Volumetric Segmentation from Sparse Annotation
1505.02642v1,1505.02642v1,Featherweight PINQ
1303.3386v1,1303.3386v1,An Optimal Randomized Online Algorithm for Reordering Buffer Management
1605.09703v1,1605.09703v1,Policy learning for time-bounded reachability in Continuous-Time Markov Decision Processes via doubly-stochastic gradient ascent
1806.01260v4,1806.01260v4,Digging Into Self-Supervised Monocular Depth Estimation
1008.2729v1,1008.2729v1,Asynchronous logic circuits and sheaf obstructions
1105.6065v1,1105.6065v1,Delay Optimal Event Detection on Ad Hoc Wireless Sensor Networks
2103.11568v4,2103.11568v4,Cluster Contrast for Unsupervised Person Re-Identification
0706.0252v1,0706.0252v1,Applying the Z-transform for the static analysis of floating-point numerical filters
1111.2315v1,1111.2315v1,Optimizing Local Capacity of Wireless Ad Hoc Networks
1506.04505v3,1506.04505v3,Applications of Uniform Sampling: Densest Subgraph and Beyond
0712.3335v1,0712.3335v1,A polynomial time $\frac 3 2$ -approximation algorithm for the vertex cover problem on a class of graphs
0903.3461v1,0903.3461v1,Fault-Tolerant Consensus in Unknown and Anonymous Networks
2102.05095v4,2102.05095v4,Is Space-Time Attention All You Need for Video Understanding?
1310.3486v1,1310.3486v1,Quorums Quicken Queries: Efficient Asynchronous Secure Multiparty Computation
2003.03603v3,2003.03603v3,Generative Low-bitwidth Data Free Quantization
2208.09266v1,2208.09266v1,Diverse Video Captioning by Adaptive Spatio-temporal Attention
1410.7560v1,1410.7560v1,Multi Core SSL/TLS Security Processor Architecture Prototype Design with automated Preferential Algorithm in FPGA
1511.01331v1,1511.01331v1,Novel Distributed Robust Adaptive Consensus Protocols for Linear Multi-agent Systems with Directed Graphs and External Disturbances
2112.14757v2,2112.14757v2,A Simple Baseline for Open-Vocabulary Semantic Segmentation with Pre-trained Vision-language Model
1803.07835v1,1803.07835v1,Joint 3D Face Reconstruction and Dense Alignment with Position Map Regression Network
1604.04575v2,1604.04575v2,Proof-relevant $π$-calculus: a constructive account of concurrency and causality
2305.09610v1,2305.09610v1,Concurrent Misclassification and Out-of-Distribution Detection for Semantic Segmentation via Energy-Based Normalizing Flow
2001.03765v1,2001.03765v1,Learning Cross-Context Entity Representations from Text
2108.00262v2,2108.00262v2,Speech2AffectiveGestures: Synthesizing Co-Speech Gestures with Generative Adversarial Affective Expression Learning
2204.03382v8,2204.03382v8,Tencent Text-Video Retrieval: Hierarchical Cross-Modal Interactions with Multi-Level Representations
1909.08723v3,1909.08723v3,Espresso: A Fast End-to-end Neural Speech Recognition Toolkit
